# fen	move_played	grade	source
W:W22,25,28,30,32,33,35,36,38,39,48:B2,3,9,13,14,15,16,19,21,23,24	22-18	!	deel59:p44
B:W22,26,28,32,33,36,37,38,39,40,42,43:B6,7,8,11,12,13,14,16,17,19,20,23	13-18	!?	deel59:p45
W:W27,30,31,33,34,38,39,40,43,45,46,48:B1,3,5,9,13,14,15,16,17,18,19,25	33-29	?	deel59:p45
B:W25,26,28,31,33,36,38,39,40,42,43,44,48,49:B3,4,5,6,8,10,11,12,13,17,18,22,24,27	10-14	?	deel59:p45
W:W24,33,34,38,39,41,42,43,45,46,49:B2,3,5,6,7,13,15,19,25,26,27,32	34-30	?	deel59:p46
W:W21,26,33,34,35,36,38,39,40,42,43,45,47,48,49:B4,7,8,9,10,11,12,13,14,15,17,18,19,20,25	34-30	?	deel59:p46
B:W21,26,33,34,35,36,38,39,40,42,43,45,47,48,49:B4,7,8,9,10,11,12,13,14,15,17,18,19,20,25	11-16	?	deel59:p46
W:W22,26,28,32,33,34,35,36,38,42,43,44,45,48,50:B2,3,4,6,7,9,11,13,14,15,16,19,20,23,24	33-29	?	deel59:p46
B:W7,22,26,28,32,34,35,36,42,43,44,45,48,50:B2,3,4,6,9,11,13,14,15,16,19,20	13-18	?	deel59:p46
B:W7,22,26,28,32,34,35,36,42,43,44,45,48,50:B2,3,4,6,9,11,13,14,15,16,19,20	16-21	!	deel59:p46
B:W26,27,28,31,32,34,35,36,38,39:B11,12,13,14,16,17,19,23,24,25	12-18	?	deel59:p47
B:W22,26,30,32,34,35,36,38,40,42,43,48:B2,3,6,7,8,12,13,14,16,19,23,24	12-18	?	deel59:p47
B:W25,26,27,30,33,35,39,42,43,44,45,48:B7,8,10,12,13,14,15,17,18,19,24,34	17-21	!	deel59:p47
W:W24,27,29,33,34,37,39,40,41,42,43,44,45,46,47,48,49:B1,2,4,6,7,8,9,10,11,12,13,15,16,18,20,23,25	42-38	?	deel59:p48
B:W26,29,31,32,33,34,36,37,39,41,42,45,47,49:B2,5,6,7,8,10,11,12,15,16,18,19,22,35	15-20	?	deel59:p48
B:W16,25,26,28,32,35,38,39,43,47:B3,7,8,14,15,18,19,23,24	23-29	?	deel59:p48
B:W24,28,32,33,34,38,42,46,47,49,50:B2,3,6,12,13,15,17,21,22,25	6-11	?	deel59:p48
B:W22,25,28,30,32,33,34,35,36,38,40,43,45,46,48:B2,3,5,6,9,11,12,13,14,15,16,17,19,23,24	16-21	?	deel59:p48
B:W25,26,28,33,35,36,37,38,39,40,42,43,44,47,48,49:B3,4,6,8,9,11,12,13,14,15,17,18,19,22,24,27	4-10	?	deel59:p52
W:W25,26,28,33,35,36,38,39,40,42,43,44,47,48,49:B3,6,8,9,10,12,13,14,15,17,18,19,22,24,27	25-20	?	deel59:p52
W:W21,25,26,27,28,35,39,40,42,43,44,47,48,49:B3,4,6,8,9,12,14,15,16,17,18,19,24,36	27-22	?	deel59:p52
B:W25,26,28,32,35,39,40,42,43,44,47,48,49:B3,4,6,8,9,12,14,15,16,17,19,24,36	14-20	!	deel59:p52
B:W21,25,26,27,28,35,37,39,40,42,43,44,47,49:B3,4,6,9,12,13,14,15,16,17,18,19,24,36	3-8	?	deel59:p52
W:W21,25,26,27,28,35,37,39,40,42,43,44,47,49:B4,6,8,9,12,13,14,15,16,17,18,19,24,36	25-20	!	deel59:p52
W:W27,28,31,32,33,36,37,39,42:B6,8,12,15,16,18,40	42-38	!	deel59:p57
W:W19,27,31,32,33,36,37,38,39:B6,8,12,15,16,45	32-28	!	deel59:p57
B:W26,27,28,31,32,36,37,38,39,42:B6,8,11,12,15,16,17,18,21,30	18-23	!	deel59:p57
W:W26,30,38,43:B12,19,20,27	43-39	?	deel59:p58
B:W11,26,38,42:B12,15,25,27,35	12-18	?	deel59:p58
W:W24,26,30,34:B17,23,25,38	34-29	?	deel59:p58
W:W24,26,30,34:B17,23,25,38	24-19	!	deel59:p58
B:WK23,33,45:B20,30,31	30-34	!	deel59:p60
W:W27,29,32,33,34,35,36,38,39,40,42,43,44,45,48:B7,9,10,12,13,14,15,16,17,18,19,20,23,24,26	32-28	!	deel59:p61
W:W24,29,32,33,34,36,37,45,48:B3,9,13,15,18,20,21,26,27	29-23	!	deel59:p64
B:W24,29,34,36,37,40,42,48:B3,9,13,15,18,20,21,26	21-27	?	deel59:p64
W:W26,31,32,33,36,38,39,42,47:B4,6,11,12,13,16,17,18,23	33-28	?	deel59:p64
B:W26,28,31,32,36,38,39,42,47:B4,6,11,12,13,16,17,18,23	17-22	!!	deel59:p64
W:W28,31,32,33,34,37,38,39,40,43,45:B3,6,8,9,13,15,16,19,23,24,26	31-27	?	deel59:p64
B:W27,29,30,32,33,34,35,37,41,42,44,47,48,49,50:B2,3,4,6,8,9,12,13,14,16,17,18,19,23,26	2-7	?	deel59:p64
W:W18,25,41,42,44,45,48:B3,6,7,8,15,19,27	18-13	!	deel59:p64
B:W27,28,32,33,35,36,37,38,44,48:B6,9,11,12,13,16,18,19,23,26	12-17	?	deel59:p64
W:W24,25,29,36,37,38,43,47,48,49:B2,3,4,12,13,14,22,26,27,28	25-20	!	deel59:p66
W:W23,25,29,36,37,43,47,48,49:B12,13,14,15,18,21,22,26	25-20	!	deel59:p67
W:W26,31,34,36,37,39,40,41,42,43,44,47,48,49,50:B2,6,8,9,10,11,12,13,14,15,16,17,19,20,21,38	42x33	!	deel59:p67
W:W26,33,34,36,37,39,40,41,42,43,44,47,48,49,50:B2,6,8,9,10,11,12,13,14,15,17,19,20,23,27	34-30	!	deel59:p67
B:W25,26,31,33,35,36,37,38,39,43,44,47,48,49,50:B6,7,8,9,10,11,13,14,15,18,19,22,24,27,28	19-23	?	deel59:p68
W:W26,31,35,36,37,43,44,47,48,49,50:B6,8,9,10,11,12,13,15,18,19,22,24,25,28,38	43x3	?	deel59:p68
B:W20,26,29,31,35,36,37,38,40,42,45,47,49:B4,6,8,9,10,11,12,13,17,19,21,22,27	10-15	?	deel59:p69
B:W25,26,29,31,32,35,36,38,40,42,45,47,49:B4,6,8,9,10,11,12,13,17,19,21,22,27	12-18	?	deel59:p70
W:W25,26,29,31,35,36,37,38,40,42,45,47,49:B4,6,8,9,10,11,12,13,17,19,21,22,27	29-24	!	deel59:p70
B:W25,26,29,30,31,33,36,37,40,42,45,47,49:B4,6,8,9,11,12,13,15,17,19,21,22,27	22-28	?	deel59:p71
W:W22,25,26,29,30,36,37,40,42,45,47,49:B4,6,8,9,11,12,13,15,17,19,21,39	29-23	!	deel59:p71
W:W25,26,31,33,36,37,40,42,45,47,49:B4,6,8,9,11,12,17,21,22,24,27	33-28	!	deel59:p71
B:W25,26,30,31,35,36,37,43,47,49:B4,6,12,15,16,17,18,21,22,27	15-20	!	deel59:p73
W:W15,25,26,30,31,35,36,37,43,49:B4,11,13,14,16,17,18,21,33	37-32	!	deel59:p74
B:W15,25,26,30,31,32,35,36,43,49:B4,11,13,14,16,17,18,21,33	18-23	?	deel59:p74
W:W15,25,26,30,35,36,48,49:B4,11,14,16,18,19,28	30-24	!	deel59:p74
W:W15,25,26,30,31,32,35,36,49:B4,11,13,14,16,17,21,33	30-24	!	deel59:p74
W:W15,20,25,26,30,36,48,49:B4,13,16,17,18,19,28	30-24	?	deel59:p74
B:W15,26,29,31,36,43:B4,17,19,22,32	4-10	!	deel59:p75
B:W16,25,28,32,34,35,37,38,42:B7,13,14,18,19,20,24,26	18-23	?	deel59:p77
B:W16,25,28,32,34,35,37,38,42:B7,13,14,18,19,20,24,26	18-22	!	deel59:p77
W:W25,27,28,32,33,37,38,39,44:B6,11,12,13,14,19,23,24,26	44-40	?	deel59:p79
W:W25,26,27,28,30,31,32,33,34,35,38,41,42:B3,6,11,12,13,14,16,17,18,19,21,23,24	41-36	?	deel59:p80
B:W25,26,27,28,30,31,32,33,34,35,36,38,42:B3,6,11,12,13,14,16,17,18,19,21,23,24	24-29	!	deel59:p80
W:W31,32,35,37,38,41:B3,6,11,16,25,28,29,39	32x43	!	deel59:p81
B:W22,27,31,32,35,38,39,43,45,48,49,50:B3,6,8,10,11,13,14,15,16,19,21,29	21-26	?	deel59:p83
B:W20,30,35,42,43,49,50:B6,9,10,11,12,16,21,23	10-15	?	deel59:p83
B:W20,30,35,42,43,49,50:B6,9,10,11,12,16,21,23	21-27	!	deel59:p83
B:W27,28,30,32,34,35,36,37,38,39:B8,12,13,14,16,18,19,23,24,26	23-29	?	deel59:p84
B:W27,28,30,32,34,35,36,37,38,39:B8,12,13,14,16,18,19,23,24,26	14-20	!	deel59:p84
W:W25,27,28,32,33,36,37,38,44:B8,12,13,16,18,19,23,24,26	36-31	!	deel59:p84
W:W25,26,29,30,34,35,37,38,39,47:B2,8,11,12,13,14,15,18,19,28	30-24	!	deel59:p92
B:W24,25,26,29,34,37,38,39,47:B2,8,11,13,14,15,17,18,28	18-22	?	deel59:p92
W:W24,25,26,29,34,37,38,39,47:B2,8,11,13,14,15,17,18,28	38-32	?	deel59:p92
W:W24,25,26,29,33,34,37,39,47:B2,8,11,13,14,15,18,22,28	24-19	!	deel59:p92
W:W22,28,32,33,35,36,37,38,39,40,45:B8,13,14,15,19,20,21,23,24,25,26	33-29	!	deel59:p93
B:W22,24,28,32,35,36,38,40,42,45:B8,13,15,16,19,20,21,23,25	20x29	?	deel59:p94
B:W22,28,32,33,34,35,36,38,42:B12,13,14,15,16,19,21,23,25	13-18	!	deel59:p94
B:W25,26,29,30,31,35,36,37,38,43,44,48,50:B2,3,8,11,12,13,14,15,16,17,18,19,22	19-23	?	deel59:p125
W:W25,26,35,36,43,48,50:B2,3,8,11,12,13,14,16,17,18,24,34,44	50x10	!	deel59:p125
B:W25,26,29,30,31,35,36,37,38,43,44,48,50:B2,3,8,11,12,13,14,15,16,17,18,19,22	2-7	!	deel59:p125
W:W25,26,29,30,31,36,37,38,43,44,45,48,50:B2,3,6,8,11,12,13,14,15,16,18,22,23	30-24	!	deel59:p125
B:W26,27,31,33,34,36,38,39,43,50:B3,12,13,15,16,17,18,22,23,28	28-32	?	deel59:p126
W:W26,27,31,33,34,36,38,39,43,50:B3,12,13,15,16,17,18,22,23,32	50-44	!	deel59:p126
W:W25,26,31,33,35,36,38,39,40,42,47,48:B2,4,7,11,14,17,19,22,23,24,27,28	35-30	?	deel59:p130
W:W25,26,31,33,36,38,39,40,42,47,48,50:B2,4,7,11,12,14,17,19,22,23,24,27	40-34	!	deel59:p130
W:W25,26,33,36,38,39,42,44,47,48:B4,7,8,11,14,17,22,23,24,27	39-34	!	deel59:p130
B:W25,26,33,34,36,38,42,44,47,48:B4,7,8,11,14,17,22,23,24,27	8-12	?	deel59:p130
W:W23,28,32,35,36,37,38,40,42,45,48:B3,6,7,8,10,12,13,14,19,24	23-18	!	deel59:p131
B:W22,23,28,32,35,36,37,38,40,42,45,48:B3,6,8,10,12,13,14,16,17,19,24	24-30	!	deel59:p131
B:W11,23,28,32,36,37,38,40,42,45,48:B3,6,8,10,12,13,14,16,30	16x7	?	deel59:p131
B:W11,23,28,32,36,37,38,40,42,45,48:B3,6,8,10,12,13,14,16,30	16x7	!	deel59:p132
W:W25,30,34,35,37,38,48:B3,13,14,19,23,24,27	37-32	!	deel59:p133
W:W28,29,33,34,35,36,37,38,39,43,44,48,49:B3,4,6,8,9,10,11,13,15,18,20,24,27	28-22	?	deel59:p135
W:W28,29,33,34,35,36,37,38,39,43,44,48,49:B3,4,6,8,9,10,11,12,15,19,20,24,27	35-30	!	deel59:p135
W:W23,33,34,35,36,37,38,39,43,44,49:B3,4,6,9,10,12,13,14,15,26,27	34-29	!	deel59:p135
B:WK2,27,35,38,39,43:B6,14,15,23,25,41	41-47	?	deel59:p136
W:W33,34,35,36,37,39,40,41,42,44,47,49,50:B3,6,8,10,11,13,14,15,17,18,19,20,23,31	37x26	?	deel59:p138
W:W26,31,33,34,36,37,38,39,41,44,50:B6,8,9,10,14,15,17,22,23,27,28,35	33-29	!	deel59:p139
W:W26,31,33,34,36,37,38,39,41,44,50:B6,9,10,12,14,15,17,22,23,27,28,35	33-29	!	deel59:p139
W:W26,31,33,34,36,37,38,39,41,44,50:B6,9,10,13,14,15,17,22,23,27,28,35	33-29	!	deel59:p139
W:WK4,26,36,37,41,44,50:B6,10,14,15,17,30,33,35,40	26-21	!	deel59:p139
W:W26,31,33,34,36,37,38,39,41,44,50:B6,8,9,10,15,17,19,22,23,27,28,35	33-29	!	deel59:p139
W:W31,32,33,34,35,36,39,40,42,43,44,45,47,48,49:B1,2,3,4,7,8,11,12,14,15,16,18,21,22,25	32-28	!	deel59:p140
B:WK37,15,25,42:BK40,13,17	40-29	?	deel59:p141
B:W25,26,27,29,32,33,34,36,39,40,43:B7,9,11,12,13,14,15,17,18,19,20	20-24	!	deel59:p142
W:W25,26,27,32,33,34,36,39,40,43:B7,9,11,12,13,14,17,18,19,24	34-29	?	deel59:p142
W:W8,25,26,27,35,39:B1,14,17,18,37,38	26-21	!	deel59:p143
W:W8,25,27,35,39:B1,14,18,26,37,38	27-21	!	deel59:p143
W:W8,25,35,39:B1,14,17,18,37,38	39-33	!	deel59:p143
W:W8,25,35:B1,14,17,18,29,37	8-3	!!	deel59:p143
B:W10,25,26,27,35,36,39,43:B7,9,11,12,17,18,29,37	29-33	?	deel59:p143
W:W25,26,27,28,30,32,35,36,39,43:B7,9,11,12,14,17,18,19,24,29	26-21	!	deel59:p144
W:W26,28,29,33,35,38,39,41,42:B9,10,12,14,16,17,21,22,25	28-23	!	deel59:p145
B:W24,26,28,29,33,35,36,38,39,42:B10,12,13,14,16,17,18,21,25,27	27-31	!	deel59:p146
B:W23,24,26,29,30,33,37,38,41,43,44,49,50:B2,3,5,7,8,11,12,13,15,17,18,20,22	20-25	!	deel59:p148
B:W23,24,26,29,30,33,37,38,41,43,49,50:B2,3,5,7,8,11,12,13,15,17,18,22	15-20	!	deel59:p148
W:W25,28,32,33,34,36,37,38,39,40,41,42,43,45,48:B2,3,4,6,8,9,11,14,15,16,18,19,21,23,24	36-31	?	deel59:p149
B:W25,28,31,32,33,34,37,38,39,40,41,42,43,45,48:B2,3,4,6,8,9,11,14,15,16,18,19,21,23,24	24-29	!	deel59:p149
W:W25,28,32,33,36,37,38,39,41,42,43,45,48:B2,3,4,6,8,9,11,14,16,18,19,21,24	36-31	?	deel59:p149
W:W25,28,32,33,36,37,38,39,41,42,43,45,48:B2,3,4,6,8,9,11,14,16,18,19,21,24	28-22	?	deel59:p149
B:W25,31,32,33,36,38,39,41,42,43,45,48:B2,3,4,6,8,9,11,14,16,19,21,24,27	9-13	!	deel59:p149
W:W26,27,32,33,34,39,42,45,47,48:B7,12,13,14,15,17,18,23,24,35	45-40	?	deel59:p152
B:W26,27,34,37,38,39,41,43,44,49,50:B2,3,8,9,11,13,16,18,19,24,28	18-22	?	deel59:p152
B:W27,28,31,32,33,34,35,36,38,39,40,41,43,44,45,46,47,48,49,50:B1,2,3,4,5,6,8,9,10,11,12,13,14,15,16,18,19,20,21,23	21-26	?	deel59:p157
W:W27,28,31,32,33,34,35,36,38,39,40,41,43,44,45,46,47,48,49,50:B1,2,3,4,5,6,8,9,10,11,12,13,14,15,16,18,19,20,23,26	33-29	!	deel59:p157
W:W25,32,33,35,36,38,39,42,43,45,46,48,49:B2,3,6,8,9,12,13,14,15,18,20,21,27	32-28	?	deel59:p158
B:W27,28,31,32,33,34,35,36,37,39,40,42,43,45,47,48:B1,3,8,9,11,12,13,14,15,16,18,19,20,23,25,26	16-21	!	deel59:p159
B:W27,31,34,35,36,37,38,40,41,42,43,44,45,49:B1,2,3,7,8,10,12,13,14,15,16,18,20,23,28	16-21	!	deel59:p160
W:W16,27,31,34,35,36,37,39,40,41,42,43,45,49:B1,2,3,7,8,12,13,14,18,19,20,23,24,28	49-44	?	deel59:p160
B:W24,29,30,37,38,42,47:B9,14,15,22,26,27,36	14-20	!	deel59:p160
B:W23,26,28,31,32,33,36,37,38,39,40,42,43,46,48:B2,3,6,7,8,11,12,14,15,16,17,20,22,25,30	20-24	?	deel59:p161
W:W28,29,31,32,33,34,35,36,39,40,41,43,44,45,47,48,49,50:B1,2,3,4,5,6,7,8,9,10,11,13,15,17,18,19,20,25	43-38	!	deel59:p163
B:W28,29,31,32,33,34,35,36,38,39,40,41,44,45,47,48,49,50:B1,2,3,4,5,6,7,8,9,10,11,13,15,17,18,19,20,25	19-23	?	deel59:p163
B:W27,28,32,34,38,40,43:B12,17,18,19,23,25	19-24	!	deel59:p163
W:W27,30,32,34,38,40,43:B12,18,22,25	40-35	?	deel59:p163
W:W31,34,35,36,38,40,43,45,47,48,49:B3,5,6,8,11,13,15,16,20,41	34-29	!	deel59:p164
W:W27,32,34,35,37,38,40,41,42,43,45,48,49:B3,5,11,12,13,14,15,16,18,19,21,23,26	38-33	?	deel59:p165
B:W27,32,33,34,35,37,40,41,42,43,45,48,49:B3,5,11,12,13,14,15,16,18,19,21,23,26	23-29	!	deel59:p165
B:W27,29,32,35,37,40,42,45,48,49:B3,5,11,13,14,15,16,18,21,26	11-17	?	deel59:p165
W:W27,32,34,35,37,38,39,40,41,42,43,45,48:B3,5,12,13,14,15,16,17,18,19,21,23,26	38-33	!	deel59:p166
W:W27,32,34,35,37,38,39,40,41,42,43,45,48:B3,10,12,13,14,15,16,17,18,19,21,23,26	39-33	?	deel59:p166
W:W27,30,32,34,35,37,38,39,41,42,43,45,48:B3,10,12,13,14,16,17,18,19,21,23,25,26	38-33	!	deel59:p167
W:W26,27,32,33,34,39,42,45,47,48:B7,12,13,14,15,17,18,23,24,35	33-28	?	deel59:p168
W:W25,27,28,32,33,35,36,37,38,39,40,42,43,48,50:B2,3,4,6,8,9,12,13,14,16,17,19,23,24,26	35-30	?	deel59:p169
W:W15,26,30,31,33,35,36,37,38,43:B4,11,12,13,14,16,17,22,23,27	37-32	?	deel59:p170
B:W15,22,26,30,33,35,36,38,43:B4,11,12,13,14,17	17x48	!	deel59:p170
B:W15,26,30,31,35,36,37,38,43:B4,11,12,13,14,16,17,22,27	14-19	?	deel59:p170
W:W15,24,26,31,36,37,38,39:B4,11,12,16,17,22,23,27	37-32	!	deel59:p170
W:W15,24,26,31,36,37,38,39:B4,11,14,16,17,22,23,27	26-21	!!	deel59:p171
B:W15,20,26,31,32,36,38,39:B4,9,16,17,21,22,23,27	23-28	!	deel59:p173
B:W15,18,20,23,26,31,36,39:B4,9,16,17,21	17-22	!	deel59:p173
B:W9,15,18,23,28,31,36,39:B4,16	4x44	!	deel59:p173
B:W20,26,31,32,34,36,38,39,50:B4,9,16,17,21,22,23,27,45	23-28	!	deel59:p177
B:W23,31,34,36,39:B16,45	16-21	!	deel59:p178
B:W20,26,31,32,34,36,38,43,50:B4,9,11,17,21,22,23,27,45	11-16	!	deel59:p178
W:WK4,27,30,32,34,35,36,39:B3,12,15,19,20,23,42	27-21	!	deel59:p180
B:WK27,30,32,35,36,37:BK50,3,12,15,20	50-39	!	deel59:p180
W:WK50,21,28,35,36:BK26,8,12,15,24	28-22	?	deel59:p181
W:WK50,21,28,35,36:BK26,8,12,15,24	28-23	!	deel59:p181
B:W25,29,33,34,35,37,39,41,42,43,48:B7,10,11,12,13,14,18,21,22,27,28	14-20	!	deel59:p182
W:W25,29,33,34,35,37,39,43,47,49:B7,8,9,10,12,13,14,15,16,17	29-23	!	deel59:p189
B:W25,27,29,31,33,34,35,39,43,47,49:B7,8,9,10,13,14,15,16,18,22,23	14-19	?	deel59:p189
W:W25,27,29,31,33,34,35,39,43,47,49:B7,8,9,10,13,15,16,18,19,22,23	34-30	!	deel59:p189
W:W25,30,33,35,39,43,49:BK47,7,8,9,10,13,15,18,19,22,34	30-24	!	deel59:p189
W:WK2,25,27,34,47:B9,14,15,16,20,23,28,33	2-8	!	deel59:p190
B:W17,25,29,30,32,33,34,39,47,49:B8,9,10,13,15,16,18,19,23,31	8-12	?	deel59:p191
W:W25,30,31,32,33,34,35,37,38,39,41,42,45:B5,6,10,11,12,14,15,18,19,22,23,24,26	31-27	!	deel59:p193
W:W25,30,33,34,35,37,38,39,41,42,45:B5,6,10,11,12,14,15,18,19,22,23,24,26	34-29	!	deel59:p193
W:W25,26,28,30,33,36,38,43,45:B4,9,10,11,14,15,17,22,27	28-23	!	deel59:p194
B:W23,24,25,26,33,36,38,43,45:B4,10,11,13,14,15,17,22,27	15-20	!	deel59:p194
W:W25,26,28,29,30,33,36,38,43,45:B4,6,10,12,14,15,17,19,22,27	26-21	!	deel59:p195
W:W25,28,29,30,33,36,38,43,45:B4,6,10,12,14,15,16,17,19,22	25-20	!	deel59:p195
W:W23,26,28,33,36,38,43,45:B6,12,13,14,15,17,22,27,30	26-21	!	deel59:p195
W:W24,29,33,36,38,43:B6,10,13,15,22,27	29-23	!	deel59:p195
W:WK19,25,26,34,36:B4,17,33,38	26-21	!	deel59:p196
W:WK24,25,34,36:B9,26,33,38	24-15	!	deel59:p196
W:W27,30,32,33,35,37,39,40,41,42,43,45,47,48,49:B2,3,4,6,8,9,10,13,16,18,19,20,21,23,26	33-28	?	deel59:p200
W:W25,27,30,32,33,34,35,37,41,42,43,45,47,48,49:B3,4,6,8,9,11,13,14,16,18,19,21,23,24,26	49-44	?	deel59:p200
B:W25,27,30,32,33,34,35,37,41,42,43,44,45,47,48:B3,4,6,8,9,11,13,14,16,18,19,21,23,24,26	8-12	!	deel59:p200
B:W12,19,23,34,35,36,42,43,44,45,48:B3,4,6,9,16,18,26	18x47	!!	deel59:p200
B:W25,27,30,32,33,34,35,37,38,41,42,45,47,48,49:B3,4,6,8,9,11,13,14,16,18,19,21,23,24,26	14-20	?	deel59:p200
W:W25,27,30,32,33,34,35,37,41,42,43,44,45,47,48:B3,4,6,9,11,12,13,14,16,18,19,21,23,24,26	44-40	?	deel59:p200
B:W22,25,27,30,32,34,35,37,40,41,42,43,45,47,48:B3,4,6,9,11,12,13,14,16,18,19,21,24,26	11-17	!	deel59:p200
B:W16,23,25,26,30,32,35,40,41,42,43,45,47,48:B3,4,6,7,9,12,13,14,18,19	19x46	!	deel59:p200
B:W25,27,28,30,32,34,35,37,38,39,41,42,47,48:B3,6,9,10,11,12,13,14,16,18,19,21,23,26	23-29	?	deel59:p201
B:W25,27,28,30,32,34,35,37,38,39,41,42,47,48:B3,6,9,10,11,12,13,14,16,18,19,21,23,26	10-15	!	deel59:p202
W:W25,27,28,30,32,34,35,37,38,39,41,42,47,48:B3,6,9,11,12,13,14,15,16,18,19,21,23,26	30-24	?	deel59:p202
B:W25,27,28,30,32,33,34,35,37,39,41,42,47,48:B3,6,9,10,11,12,13,14,16,18,19,21,23,26	23-29	!	deel59:p202
W:W24,25,27,28,30,32,35,37,38,41,42,47,48:B3,6,9,10,11,13,14,16,19,21,23,26	24-20	!	deel59:p202
W:W20,25,30,32,35,41,42,47,48:B3,6,9,10,14,16,19,31	32-27	!	deel59:p202
B:W11,31,35,36,37,38,39,43,48:B2,7,8,9,13,14,16,19,45	45-50	?	deel59:p204
W:WK1,35,36,38,43,48:BK46,2,7,9,13,14,16,21,24	1x26	?	deel59:p204
B:W14,27,31,36,41,42,43:B4,7,8,12,16,18,22	8-13	!	deel59:p206
W:W14,27,31,36,41,42,43:B4,7,12,13,16,18,22	14-9	?	deel59:p206
B:W9,27,31,36,41,42,43:B4,7,12,13,16,18,22	18-23	!	deel59:p206
W:W15,27,28,31,33,36,43:B7,14,16,17,18,19,22	31-26	!	deel59:p206
B:W10,27,31,36,41,42:B7,12,16,18,22,24,25	18-23	!	deel59:p207
W:W16,32,33,35,37,38,39,40,41,43,45,50:B6,7,8,9,12,13,14,19,24,25,26,29	32-27	?	deel59:p209
W:W16,32,33,35,37,38,39,40,41,43,45,50:B6,7,8,9,12,13,14,19,24,25,26,29	33-28	?	deel59:p209
B:W15,20,25,29,31,33,36,37,38,39,42,43,46,48:B2,3,4,8,10,11,14,17,18,21,22,26,27,28	3-9	!	deel59:p211
B:W15,20,24,25,31,33,36,37,38,39,42,43,46,48:B2,4,8,9,10,11,14,17,18,21,22,26,27,28	8-13	!	deel59:p211
B:W15,20,24,25,29,31,33,36,38,39,43,46,48:B4,8,9,10,13,14,16,17,18,21,22,26,27,37	14-19	!	deel59:p211
W:W15,24,25,31,36,38,39,42,43,46,48:B2,4,10,11,13,17,19,21,22,26,27,37	38-33	!	deel59:p212
B:W15,31,33,34,36,38,42,43,46,48:B2,4,10,11,13,17,21,22,26,27,37	4-9	!	deel59:p212
B:W24,25,26,27,28,33,34:B11,14,15,17,18,22	22x31	?	deel59:p212
B:W15,25,33,34,43,46,47,48:B4,10,16,17,18,19,21,26	10-14	!	deel59:p213
B:W15,24,25,33,39,46,47:B4,9,14,26,27,28,37	28-32	?	deel59:p213
W:W15,24,25,39,46,47:B4,9,14,23,26,27,37	24-19	!	deel59:p213
B:W26,27,31,33,34,35,36,38,39,40,42,43,44,45:B3,6,8,9,11,13,15,16,17,18,19,20,23,25	17-21	?	deel59:p214
W:W27,31,33,34,35,36,38,39,40,42,43,44,45:B3,6,8,9,13,15,16,18,19,20,22,23,25	31-26	!	deel59:p214
B:W26,27,29,31,33,35,36,37,38,39,43,44,45:B3,6,9,11,12,13,15,16,18,19,20,22,25	11-17	?	deel59:p214
B:W24,26,27,30,31,36,37,38,39,44:B3,6,11,12,13,14,16,18,22,23	3-8	?	deel59:p215
W:W24,30,36,39,44:B6,8,11,12,13,14,16,18,23,33	39x10	!	deel59:p215
B:W24,26,27,30,31,36,37,40,43:B6,8,12,13,14,16,17,18,22	14-20	!	deel59:p215
B:W23,24,29,33,34,47,48:B10,11,12,13,16,18,22	22-28	?	deel59:p216
B:W25,27,32,33,34,38:B8,9,16,18,21	18-22	!	deel59:p217
W:W7,25,28,33,34,38:B8,9,18,41	7-1	!	deel59:p217
W:W16,25,28,33,34,38:B8,9,18,31	28-22	!	deel59:p217
B:W11,16,25,32,34:BK47,8,9	47-33	?	deel59:p218
W:W16,27,32,34,37,40,42,44:B2,7,10,12,17,18,23,25	42-38	?	deel59:p224
B:W16,31,32,34,38,40,44:B10,12,17,18,22,23,25	17-21	!	deel59:p224
B:W16,26,30,32,33,34,42:B2,7,12,18,19,23,25	7-11	?	deel59:p224
W:W26,30,32,33,34,37:B11,17,18,19,23,25	34-29	?	deel59:p225
B:W23,26,31,33,34:B11,17,22,24	24-29	!	deel59:p225
W:W30,32,33,34,35,37,38,39,41,42,47,48:B3,5,8,12,13,14,15,16,22,23,26,36	30-24	?	deel59:p225
B:W24,32,33,34,35,37,38,39,41,42,47,48:B3,5,8,12,13,14,15,16,22,23,26,36	22-27	!	deel59:p225
W:W24,25,26,31,35,36,37,38,43,44,48,50:B2,3,8,11,12,13,14,15,16,17,18,22,34	31-27	!	deel59:p233
W:W24,25,26,35,36,43,44,48,50:B2,3,8,11,12,13,14,15,16,17,18,33,34	24-20	!	deel59:p233
W:W25,26,35,36,43,44,48,50:B2,3,8,11,12,13,14,16,17,18,24,33,34	44-39	!	deel59:p233
W:W16,32,33,35,37,38,39,40,41,43,44,45:B6,7,8,9,12,13,14,19,23,24,25,26	32-28	?	deel59:p234
B:W16,28,33,35,38,39,40,41,43,44,45:B6,7,8,9,12,13,14,19,24,25,26	24-29	!	deel59:p234
B:W16,32,33,35,37,38,39,40,41,43,44,45:B6,7,8,9,12,13,14,19,23,24,25,26	23-29	!	deel59:p234
B:W16,32,33,35,36,37,38,39,40,43,44,45:B6,7,8,9,12,13,14,19,24,25,26,29	25-30	!	deel59:p234
B:W16,31,32,33,35,37,38,39,40,43,44,45:B6,7,8,9,12,13,14,19,24,26,29,30	14-20	!	deel59:p234
B:W16,27,28,33,35,37,38,39,40,43,44,45:B6,7,8,12,13,14,19,20,24,26,29,30	6-11	!	deel59:p234
